,Created Date,Neighborhood,Price
0,2010-01,Bath Beach,
1,2010-01,Bay Ridge,1350.0
2,2010-01,Bedford-Stuyvesant,1650.0
3,2010-01,Parkville/Bensonhurst,
4,2010-01,Bergen Beach,
5,2010-01,Boerum Hill,2600.0
6,2010-01,Borough Park,
7,2010-01,Brighton Beach,
8,2010-01,Brooklyn,2200.0
9,2010-01,Brooklyn Heights,2350.0
10,2010-01,Brownsville,
11,2010-01,Bushwick,1599.0
12,2010-01,Canarsie,
13,2010-01,Carroll Gardens,2275.0
14,2010-01,Clinton Hill,2085.0
15,2010-01,Cobble Hill,1900.0
16,2010-01,Columbia St Waterfront District,2000.0
17,2010-01,Coney Island,
18,2010-01,Parkville/Bensonhurst,2000.0
19,2010-01,DUMBO,3275.0
20,2010-01,Ditmas Park,1600.0
21,2010-01,Downtown Brooklyn,2247.0
22,2010-01,Dyker Heights,
23,2010-01,East Brooklyn,1700.0
24,2010-01,East Flatbush,2000.0
25,2010-01,East New York,
26,2010-01,Vanderveer/Flatbush,
27,2010-01,Flatlands,
28,2010-01,Fort Greene,2470.0
29,2010-01,Gowanus,
30,2010-01,Gravesend/Homecrest,
31,2010-01,Greenpoint,2300.0
32,2010-01,Greenwood,1775.0
33,2010-01,Kensington,1800.0
34,2010-01,Manhattan Beach,
35,2010-01,Marine Park,
36,2010-01,Midwood,1825.0
37,2010-01,Mill Basin,
38,2010-01,North Brooklyn,2500.0
39,2010-01,Northwest Brooklyn,2300.0
40,2010-01,Park Slope,2200.0
41,2010-01,Prospect Heights,2150.0
42,2010-01,Prospect Lefferts Gardens,1795.0
43,2010-01,Prospect Park,2100.0
44,2010-01,Prospect Park South,
45,2010-01,Red Hook,2000.0
46,2010-01,Sheepshead Bay,1400.0
47,2010-01,South Brooklyn,1595.0
48,2010-01,Industry City/Sunset Park,1500.0
49,2010-01,Williamsburg,2500.0
50,2010-01,Windsor Terrace,1600.0
51,2010-01,Brooklyn Heights/Cobble Hill,2125.0
52,2010-01,Williamsburg/Bedford-Stuyvesant,2075.0
53,2010-01,Bath Beach/Bensonhurst,
54,2010-01,Kensington/Windsor Terrace,1700.0
55,2010-01,Carroll Gardens/Red Hook,2137.5
56,2010-01,Sheepshead Bay/Brighton Beach,1400.0
57,2010-01,Park Slope/Windsor Terrace,1900.0
58,2010-01,Park Slope/Gowanus,2200.0
59,2010-01,Bushwick/Bedford-Stuyvesant,1624.5
60,2010-01,Flatlands/Mill Basin,
61,2010-02,Bath Beach,
62,2010-02,Bay Ridge,1388.0
63,2010-02,Bedford-Stuyvesant,1650.0
64,2010-02,Parkville/Bensonhurst,
65,2010-02,Bergen Beach,
66,2010-02,Boerum Hill,2700.0
67,2010-02,Borough Park,
68,2010-02,Brighton Beach,
69,2010-02,Brooklyn,2150.0
70,2010-02,Brooklyn Heights,2300.0
71,2010-02,Brownsville,
72,2010-02,Bushwick,1475.0
73,2010-02,Canarsie,
74,2010-02,Carroll Gardens,2225.0
75,2010-02,Clinton Hill,1950.0
76,2010-02,Cobble Hill,2350.0
77,2010-02,Columbia St Waterfront District,1950.0
78,2010-02,Coney Island,
79,2010-02,Parkville/Bensonhurst,2125.0
80,2010-02,DUMBO,3200.0
81,2010-02,Ditmas Park,1850.0
82,2010-02,Downtown Brooklyn,2227.0
83,2010-02,Dyker Heights,
84,2010-02,East Brooklyn,1750.0
85,2010-02,East Flatbush,1700.0
86,2010-02,East New York,
87,2010-02,Vanderveer/Flatbush,1600.0
88,2010-02,Flatlands,
89,2010-02,Fort Greene,2200.0
90,2010-02,Gowanus,1600.0
91,2010-02,Gravesend/Homecrest,1519.0
92,2010-02,Greenpoint,2225.0
93,2010-02,Greenwood,1750.0
94,2010-02,Kensington,1775.0
95,2010-02,Manhattan Beach,
96,2010-02,Marine Park,
97,2010-02,Midwood,1850.0
98,2010-02,Mill Basin,
99,2010-02,North Brooklyn,2475.0
100,2010-02,Northwest Brooklyn,2300.0
101,2010-02,Park Slope,2150.0
102,2010-02,Prospect Heights,2150.0
103,2010-02,Prospect Lefferts Gardens,1763.33
104,2010-02,Prospect Park,2100.0
105,2010-02,Prospect Park South,
106,2010-02,Red Hook,2025.0
107,2010-02,Sheepshead Bay,1225.0
108,2010-02,South Brooklyn,1550.0
109,2010-02,Industry City/Sunset Park,1500.0
110,2010-02,Williamsburg,2500.0
111,2010-02,Windsor Terrace,1650.0
112,2010-02,Brooklyn Heights/Cobble Hill,2325.0
113,2010-02,Williamsburg/Bedford-Stuyvesant,2075.0
114,2010-02,Bath Beach/Bensonhurst,
115,2010-02,Kensington/Windsor Terrace,1712.5
116,2010-02,Carroll Gardens/Red Hook,2225.0
117,2010-02,Sheepshead Bay/Brighton Beach,1225.0
118,2010-02,Park Slope/Windsor Terrace,1900.0
119,2010-02,Park Slope/Gowanus,1875.0
120,2010-02,Bushwick/Bedford-Stuyvesant,1562.5
121,2010-02,Flatlands/Mill Basin,
122,2010-03,Bath Beach,
123,2010-03,Bay Ridge,1350.0
124,2010-03,Bedford-Stuyvesant,1600.0
125,2010-03,Parkville/Bensonhurst,
126,2010-03,Bergen Beach,
127,2010-03,Boerum Hill,2600.0
128,2010-03,Borough Park,
129,2010-03,Brighton Beach,
130,2010-03,Brooklyn,2150.0
131,2010-03,Brooklyn Heights,2400.0
132,2010-03,Brownsville,
133,2010-03,Bushwick,1500.0
134,2010-03,Canarsie,
135,2010-03,Carroll Gardens,2275.0
136,2010-03,Clinton Hill,1975.0
137,2010-03,Cobble Hill,2225.0
138,2010-03,Columbia St Waterfront District,2150.0
139,2010-03,Coney Island,
140,2010-03,Parkville/Bensonhurst,2150.0
141,2010-03,DUMBO,2800.0
142,2010-03,Ditmas Park,1850.0
143,2010-03,Downtown Brooklyn,2191.0
144,2010-03,Dyker Heights,
145,2010-03,East Brooklyn,1650.0
146,2010-03,East Flatbush,2100.0
147,2010-03,East New York,
148,2010-03,Vanderveer/Flatbush,1597.5
149,2010-03,Flatlands,
150,2010-03,Fort Greene,2200.0
151,2010-03,Gowanus,1666.67
152,2010-03,Gravesend/Homecrest,1400.0
153,2010-03,Greenpoint,2350.0
154,2010-03,Greenwood,1700.0
155,2010-03,Kensington,1775.0
156,2010-03,Manhattan Beach,
157,2010-03,Marine Park,
158,2010-03,Midwood,1675.0
159,2010-03,Mill Basin,
160,2010-03,North Brooklyn,2484.0
161,2010-03,Northwest Brooklyn,2290.0
162,2010-03,Park Slope,2200.0
163,2010-03,Prospect Heights,2000.0
164,2010-03,Prospect Lefferts Gardens,1731.67
165,2010-03,Prospect Park,2100.0
166,2010-03,Prospect Park South,
167,2010-03,Red Hook,2050.0
168,2010-03,Sheepshead Bay,1200.0
169,2010-03,South Brooklyn,1475.0
170,2010-03,Industry City/Sunset Park,1400.0
171,2010-03,Williamsburg,2500.0
172,2010-03,Windsor Terrace,1650.0
173,2010-03,Brooklyn Heights/Cobble Hill,2312.5
174,2010-03,Williamsburg/Bedford-Stuyvesant,2050.0
175,2010-03,Bath Beach/Bensonhurst,
176,2010-03,Kensington/Windsor Terrace,1712.5
177,2010-03,Carroll Gardens/Red Hook,2275.0
178,2010-03,Sheepshead Bay/Brighton Beach,1200.0
179,2010-03,Park Slope/Windsor Terrace,1925.0
180,2010-03,Park Slope/Gowanus,2200.0
181,2010-03,Bushwick/Bedford-Stuyvesant,1550.0
182,2010-03,Flatlands/Mill Basin,
183,2010-04,Bath Beach,
184,2010-04,Bay Ridge,1350.0
185,2010-04,Bedford-Stuyvesant,1650.0
186,2010-04,Parkville/Bensonhurst,
187,2010-04,Bergen Beach,
188,2010-04,Boerum Hill,2500.0
189,2010-04,Borough Park,
190,2010-04,Brighton Beach,
191,2010-04,Brooklyn,2150.0
192,2010-04,Brooklyn Heights,2200.0
193,2010-04,Brownsville,
194,2010-04,Bushwick,1875.0
195,2010-04,Canarsie,
196,2010-04,Carroll Gardens,2175.0
197,2010-04,Clinton Hill,2000.0
198,2010-04,Cobble Hill,2340.0
199,2010-04,Columbia St Waterfront District,2350.0
200,2010-04,Coney Island,
201,2010-04,Parkville/Bensonhurst,2050.0
202,2010-04,DUMBO,2875.0
203,2010-04,Ditmas Park,1500.0
204,2010-04,Downtown Brooklyn,2250.0
205,2010-04,Dyker Heights,
206,2010-04,East Brooklyn,1750.0
207,2010-04,East Flatbush,2400.0
208,2010-04,East New York,
209,2010-04,Vanderveer/Flatbush,1595.0
210,2010-04,Flatlands,
211,2010-04,Fort Greene,2200.0
212,2010-04,Gowanus,1733.33
213,2010-04,Gravesend/Homecrest,1388.0
214,2010-04,Greenpoint,2300.0
215,2010-04,Greenwood,1700.0
216,2010-04,Kensington,1975.0
217,2010-04,Manhattan Beach,
218,2010-04,Marine Park,
219,2010-04,Midwood,1725.0
220,2010-04,Mill Basin,
221,2010-04,North Brooklyn,2500.0
222,2010-04,Northwest Brooklyn,2300.0
223,2010-04,Park Slope,2200.0
224,2010-04,Prospect Heights,2000.0
225,2010-04,Prospect Lefferts Gardens,1700.0
226,2010-04,Prospect Park,2185.0
227,2010-04,Prospect Park South,
228,2010-04,Red Hook,2075.0
229,2010-04,Sheepshead Bay,1250.0
230,2010-04,South Brooklyn,1450.0
231,2010-04,Industry City/Sunset Park,1400.0
232,2010-04,Williamsburg,2600.0
233,2010-04,Windsor Terrace,1600.0
234,2010-04,Brooklyn Heights/Cobble Hill,2270.0
235,2010-04,Williamsburg/Bedford-Stuyvesant,2125.0
236,2010-04,Bath Beach/Bensonhurst,
237,2010-04,Kensington/Windsor Terrace,1787.5
238,2010-04,Carroll Gardens/Red Hook,2175.0
239,2010-04,Sheepshead Bay/Brighton Beach,1250.0
240,2010-04,Park Slope/Windsor Terrace,1900.0
241,2010-04,Park Slope/Gowanus,2200.0
242,2010-04,Bushwick/Bedford-Stuyvesant,1762.5
243,2010-04,Flatlands/Mill Basin,
244,2010-05,Bath Beach,
245,2010-05,Bay Ridge,1350.0
246,2010-05,Bedford-Stuyvesant,1650.0
247,2010-05,Parkville/Bensonhurst,
248,2010-05,Bergen Beach,
249,2010-05,Boerum Hill,2500.0
250,2010-05,Borough Park,
251,2010-05,Brighton Beach,
252,2010-05,Brooklyn,2200.0
253,2010-05,Brooklyn Heights,2400.0
254,2010-05,Brownsville,
255,2010-05,Bushwick,1950.0
256,2010-05,Canarsie,
257,2010-05,Carroll Gardens,2200.0
258,2010-05,Clinton Hill,2100.0
259,2010-05,Cobble Hill,2400.0
260,2010-05,Columbia St Waterfront District,2550.0
261,2010-05,Coney Island,
262,2010-05,Parkville/Bensonhurst,1900.0
263,2010-05,DUMBO,2800.0
264,2010-05,Ditmas Park,1700.0
265,2010-05,Downtown Brooklyn,2400.0
266,2010-05,Dyker Heights,1200.0
267,2010-05,East Brooklyn,1750.0
268,2010-05,East Flatbush,2383.33
269,2010-05,East New York,
270,2010-05,Vanderveer/Flatbush,1522.5
271,2010-05,Flatlands,
272,2010-05,Fort Greene,2225.0
273,2010-05,Gowanus,1800.0
274,2010-05,Gravesend/Homecrest,1377.5
275,2010-05,Greenpoint,2300.0
276,2010-05,Greenwood,1800.0
277,2010-05,Kensington,1906.25
278,2010-05,Manhattan Beach,
279,2010-05,Marine Park,
280,2010-05,Midwood,1725.0
281,2010-05,Mill Basin,
282,2010-05,North Brooklyn,2550.0
283,2010-05,Northwest Brooklyn,2400.0
284,2010-05,Park Slope,2450.0
285,2010-05,Prospect Heights,2000.0
286,2010-05,Prospect Lefferts Gardens,1725.0
287,2010-05,Prospect Park,2200.0
288,2010-05,Prospect Park South,
289,2010-05,Red Hook,2100.0
290,2010-05,Sheepshead Bay,1750.0
291,2010-05,South Brooklyn,1500.0
292,2010-05,Industry City/Sunset Park,1425.0
293,2010-05,Williamsburg,2625.0
294,2010-05,Windsor Terrace,1800.0
295,2010-05,Brooklyn Heights/Cobble Hill,2400.0
296,2010-05,Williamsburg/Bedford-Stuyvesant,2137.5
297,2010-05,Bath Beach/Bensonhurst,
298,2010-05,Kensington/Windsor Terrace,1800.0
299,2010-05,Carroll Gardens/Red Hook,2200.0
300,2010-05,Sheepshead Bay/Brighton Beach,1750.0
301,2010-05,Park Slope/Windsor Terrace,2125.0
302,2010-05,Park Slope/Gowanus,2125.0
303,2010-05,Bushwick/Bedford-Stuyvesant,1800.0
304,2010-05,Flatlands/Mill Basin,
305,2010-06,Bath Beach,
306,2010-06,Bay Ridge,1350.0
307,2010-06,Bedford-Stuyvesant,1593.0
308,2010-06,Parkville/Bensonhurst,
309,2010-06,Bergen Beach,
310,2010-06,Boerum Hill,2463.0
311,2010-06,Borough Park,
312,2010-06,Brighton Beach,
313,2010-06,Brooklyn,2250.0
314,2010-06,Brooklyn Heights,2250.0
315,2010-06,Brownsville,
316,2010-06,Bushwick,1525.0
317,2010-06,Canarsie,
318,2010-06,Carroll Gardens,2200.0
319,2010-06,Clinton Hill,1900.0
320,2010-06,Cobble Hill,2340.0
321,2010-06,Columbia St Waterfront District,2500.0
322,2010-06,Coney Island,
323,2010-06,Parkville/Bensonhurst,1800.0
324,2010-06,DUMBO,2950.0
325,2010-06,Ditmas Park,1900.0
326,2010-06,Downtown Brooklyn,2472.0
327,2010-06,Dyker Heights,1233.33
328,2010-06,East Brooklyn,1600.0
329,2010-06,East Flatbush,2366.67
330,2010-06,East New York,
331,2010-06,Vanderveer/Flatbush,1450.0
332,2010-06,Flatlands,
333,2010-06,Fort Greene,2373.0
334,2010-06,Gowanus,1960.0
335,2010-06,Gravesend/Homecrest,1367.0
336,2010-06,Greenpoint,2250.0
337,2010-06,Greenwood,1800.0
338,2010-06,Kensington,1837.5
339,2010-06,Manhattan Beach,
340,2010-06,Marine Park,
341,2010-06,Midwood,1725.0
342,2010-06,Mill Basin,
343,2010-06,North Brooklyn,2625.0
344,2010-06,Northwest Brooklyn,2400.0
345,2010-06,Park Slope,2485.0
346,2010-06,Prospect Heights,2300.0
347,2010-06,Prospect Lefferts Gardens,1200.0
348,2010-06,Prospect Park,2300.0
349,2010-06,Prospect Park South,
350,2010-06,Red Hook,2125.0
351,2010-06,Sheepshead Bay,1725.0
352,2010-06,South Brooklyn,1500.0
353,2010-06,Industry City/Sunset Park,1450.0
354,2010-06,Williamsburg,2700.0
355,2010-06,Windsor Terrace,1825.0
356,2010-06,Brooklyn Heights/Cobble Hill,2295.0
357,2010-06,Williamsburg/Bedford-Stuyvesant,2146.5
358,2010-06,Bath Beach/Bensonhurst,
359,2010-06,Kensington/Windsor Terrace,1825.0
360,2010-06,Carroll Gardens/Red Hook,2200.0
361,2010-06,Sheepshead Bay/Brighton Beach,1725.0
362,2010-06,Park Slope/Windsor Terrace,2155.0
363,2010-06,Park Slope/Gowanus,2485.0
364,2010-06,Bushwick/Bedford-Stuyvesant,1559.0
365,2010-06,Flatlands/Mill Basin,
366,2010-07,Bath Beach,
367,2010-07,Bay Ridge,1300.0
368,2010-07,Bedford-Stuyvesant,1460.0
369,2010-07,Parkville/Bensonhurst,
370,2010-07,Bergen Beach,
371,2010-07,Boerum Hill,2475.0
372,2010-07,Borough Park,
373,2010-07,Brighton Beach,
374,2010-07,Brooklyn,2300.0
375,2010-07,Brooklyn Heights,2600.0
376,2010-07,Brownsville,
377,2010-07,Bushwick,1500.0
378,2010-07,Canarsie,
379,2010-07,Carroll Gardens,2250.0
380,2010-07,Clinton Hill,1875.0
381,2010-07,Cobble Hill,2450.0
382,2010-07,Columbia St Waterfront District,2500.0
383,2010-07,Coney Island,
384,2010-07,Parkville/Bensonhurst,1500.0
385,2010-07,DUMBO,3400.0
386,2010-07,Ditmas Park,2100.0
387,2010-07,Downtown Brooklyn,2550.0
388,2010-07,Dyker Heights,1266.67
389,2010-07,East Brooklyn,1500.0
390,2010-07,East Flatbush,2350.0
391,2010-07,East New York,
392,2010-07,Vanderveer/Flatbush,1307.5
393,2010-07,Flatlands,
394,2010-07,Fort Greene,2400.0
395,2010-07,Gowanus,2120.0
396,2010-07,Gravesend/Homecrest,1356.5
397,2010-07,Greenpoint,2400.0
398,2010-07,Greenwood,2000.0
399,2010-07,Kensington,1768.75
400,2010-07,Manhattan Beach,
401,2010-07,Marine Park,
402,2010-07,Midwood,1650.0
403,2010-07,Mill Basin,
404,2010-07,North Brooklyn,2700.0
405,2010-07,Northwest Brooklyn,2475.0
406,2010-07,Park Slope,2400.0
407,2010-07,Prospect Heights,2300.0
408,2010-07,Prospect Lefferts Gardens,1271.0
409,2010-07,Prospect Park,2350.0
410,2010-07,Prospect Park South,
411,2010-07,Red Hook,2150.0
412,2010-07,Sheepshead Bay,1512.5
413,2010-07,South Brooklyn,1500.0
414,2010-07,Industry City/Sunset Park,1400.0
415,2010-07,Williamsburg,2775.0
416,2010-07,Windsor Terrace,1995.0
417,2010-07,Brooklyn Heights/Cobble Hill,2525.0
418,2010-07,Williamsburg/Bedford-Stuyvesant,2117.5
419,2010-07,Bath Beach/Bensonhurst,
420,2010-07,Kensington/Windsor Terrace,1995.0
421,2010-07,Carroll Gardens/Red Hook,2250.0
422,2010-07,Sheepshead Bay/Brighton Beach,1512.5
423,2010-07,Park Slope/Windsor Terrace,2197.5
424,2010-07,Park Slope/Gowanus,2400.0
425,2010-07,Bushwick/Bedford-Stuyvesant,1480.0
426,2010-07,Flatlands/Mill Basin,
427,2010-08,Bath Beach,
428,2010-08,Bay Ridge,1300.0
429,2010-08,Bedford-Stuyvesant,1450.0
430,2010-08,Parkville/Bensonhurst,
431,2010-08,Bergen Beach,
432,2010-08,Boerum Hill,2500.0
433,2010-08,Borough Park,
434,2010-08,Brighton Beach,
435,2010-08,Brooklyn,2300.0
436,2010-08,Brooklyn Heights,2900.0
437,2010-08,Brownsville,
438,2010-08,Bushwick,1500.0
439,2010-08,Canarsie,
440,2010-08,Carroll Gardens,2200.0
441,2010-08,Clinton Hill,2075.0
442,2010-08,Cobble Hill,2525.0
443,2010-08,Columbia St Waterfront District,2450.0
444,2010-08,Coney Island,
445,2010-08,Parkville/Bensonhurst,1500.0
446,2010-08,DUMBO,3825.0
447,2010-08,Ditmas Park,3625.0
448,2010-08,Downtown Brooklyn,2569.0
449,2010-08,Dyker Heights,1300.0
450,2010-08,East Brooklyn,1460.0
451,2010-08,East Flatbush,2025.0
452,2010-08,East New York,
453,2010-08,Vanderveer/Flatbush,1165.0
454,2010-08,Flatlands,
455,2010-08,Fort Greene,2400.0
456,2010-08,Gowanus,2280.0
457,2010-08,Gravesend/Homecrest,1346.0
458,2010-08,Greenpoint,2500.0
459,2010-08,Greenwood,2400.0
460,2010-08,Kensington,1700.0
461,2010-08,Manhattan Beach,
462,2010-08,Marine Park,
463,2010-08,Midwood,1525.0
464,2010-08,Mill Basin,
465,2010-08,North Brooklyn,2800.0
466,2010-08,Northwest Brooklyn,2500.0
467,2010-08,Park Slope,2400.0
468,2010-08,Prospect Heights,2100.0
469,2010-08,Prospect Lefferts Gardens,1342.0
470,2010-08,Prospect Park,2300.0
471,2010-08,Prospect Park South,
472,2010-08,Red Hook,2175.0
473,2010-08,Sheepshead Bay,1300.0
474,2010-08,South Brooklyn,1450.0
475,2010-08,Industry City/Sunset Park,1425.0
476,2010-08,Williamsburg,2830.0
477,2010-08,Windsor Terrace,2098.0
478,2010-08,Brooklyn Heights/Cobble Hill,2712.5
479,2010-08,Williamsburg/Bedford-Stuyvesant,2140.0
480,2010-08,Bath Beach/Bensonhurst,
481,2010-08,Kensington/Windsor Terrace,1899.0
482,2010-08,Carroll Gardens/Red Hook,2200.0
483,2010-08,Sheepshead Bay/Brighton Beach,1300.0
484,2010-08,Park Slope/Windsor Terrace,2249.0
485,2010-08,Park Slope/Gowanus,2400.0
486,2010-08,Bushwick/Bedford-Stuyvesant,1475.0
487,2010-08,Flatlands/Mill Basin,
488,2010-09,Bath Beach,
489,2010-09,Bay Ridge,1300.0
490,2010-09,Bedford-Stuyvesant,1500.0
491,2010-09,Parkville/Bensonhurst,
492,2010-09,Bergen Beach,
493,2010-09,Boerum Hill,2850.0
494,2010-09,Borough Park,
495,2010-09,Brighton Beach,
496,2010-09,Brooklyn,2400.0
497,2010-09,Brooklyn Heights,3200.0
498,2010-09,Brownsville,
499,2010-09,Bushwick,1500.0
500,2010-09,Canarsie,
501,2010-09,Carroll Gardens,2250.0
502,2010-09,Clinton Hill,2300.0
503,2010-09,Cobble Hill,2600.0
504,2010-09,Columbia St Waterfront District,2700.0
505,2010-09,Coney Island,
506,2010-09,Parkville/Bensonhurst,1500.0
507,2010-09,DUMBO,4200.0
508,2010-09,Ditmas Park,2962.67
509,2010-09,Downtown Brooklyn,2530.0
510,2010-09,Dyker Heights,1297.5
511,2010-09,East Brooklyn,1500.0
512,2010-09,East Flatbush,2350.0
513,2010-09,East New York,
514,2010-09,Vanderveer/Flatbush,1195.0
515,2010-09,Flatlands,
516,2010-09,Fort Greene,2400.0
517,2010-09,Gowanus,2440.0
518,2010-09,Gravesend/Homecrest,1335.5
519,2010-09,Greenpoint,2575.0
520,2010-09,Greenwood,2500.0
521,2010-09,Kensington,1675.0
522,2010-09,Manhattan Beach,
523,2010-09,Marine Park,
524,2010-09,Midwood,1412.5
525,2010-09,Mill Basin,
526,2010-09,North Brooklyn,2850.0
527,2010-09,Northwest Brooklyn,2600.0
528,2010-09,Park Slope,2600.0
529,2010-09,Prospect Heights,2050.0
530,2010-09,Prospect Lefferts Gardens,1413.0
531,2010-09,Prospect Park,2400.0
532,2010-09,Prospect Park South,
533,2010-09,Red Hook,2200.0
534,2010-09,Sheepshead Bay,1575.0
535,2010-09,South Brooklyn,1500.0
536,2010-09,Industry City/Sunset Park,1375.0
537,2010-09,Williamsburg,2900.0
538,2010-09,Windsor Terrace,2100.0
539,2010-09,Brooklyn Heights/Cobble Hill,2900.0
540,2010-09,Williamsburg/Bedford-Stuyvesant,2200.0
541,2010-09,Bath Beach/Bensonhurst,
542,2010-09,Kensington/Windsor Terrace,1887.5
543,2010-09,Carroll Gardens/Red Hook,2225.0
544,2010-09,Sheepshead Bay/Brighton Beach,1575.0
545,2010-09,Park Slope/Windsor Terrace,2350.0
546,2010-09,Park Slope/Gowanus,2600.0
547,2010-09,Bushwick/Bedford-Stuyvesant,1500.0
548,2010-09,Flatlands/Mill Basin,
549,2010-10,Bath Beach,
550,2010-10,Bay Ridge,1400.0
551,2010-10,Bedford-Stuyvesant,1650.0
552,2010-10,Parkville/Bensonhurst,
553,2010-10,Bergen Beach,
554,2010-10,Boerum Hill,2725.0
555,2010-10,Borough Park,
556,2010-10,Brighton Beach,
557,2010-10,Brooklyn,2395.0
558,2010-10,Brooklyn Heights,3400.0
559,2010-10,Brownsville,
560,2010-10,Bushwick,1500.0
561,2010-10,Canarsie,
562,2010-10,Carroll Gardens,2250.0
563,2010-10,Clinton Hill,2269.0
564,2010-10,Cobble Hill,2600.0
565,2010-10,Columbia St Waterfront District,2650.0
566,2010-10,Coney Island,
567,2010-10,Parkville/Bensonhurst,1525.0
568,2010-10,DUMBO,4150.0
569,2010-10,Ditmas Park,2300.33
570,2010-10,Downtown Brooklyn,2505.0
571,2010-10,Dyker Heights,1295.0
572,2010-10,East Brooklyn,1550.0
573,2010-10,East Flatbush,2200.0
574,2010-10,East New York,
575,2010-10,Vanderveer/Flatbush,1165.0
576,2010-10,Flatlands,
577,2010-10,Fort Greene,2425.0
578,2010-10,Gowanus,2600.0
579,2010-10,Gravesend/Homecrest,1325.0
580,2010-10,Greenpoint,2700.0
581,2010-10,Greenwood,2125.0
582,2010-10,Kensington,1600.0
583,2010-10,Manhattan Beach,
584,2010-10,Marine Park,
585,2010-10,Midwood,1300.0
586,2010-10,Mill Basin,
587,2010-10,North Brooklyn,2900.0
588,2010-10,Northwest Brooklyn,2600.0
589,2010-10,Park Slope,2500.0
590,2010-10,Prospect Heights,2500.0
591,2010-10,Prospect Lefferts Gardens,1356.5
592,2010-10,Prospect Park,2400.0
593,2010-10,Prospect Park South,
594,2010-10,Red Hook,2150.0
595,2010-10,Sheepshead Bay,1850.0
596,2010-10,South Brooklyn,1400.0
597,2010-10,Industry City/Sunset Park,1488.0
598,2010-10,Williamsburg,2950.0
599,2010-10,Windsor Terrace,2000.0
600,2010-10,Brooklyn Heights/Cobble Hill,3000.0
601,2010-10,Williamsburg/Bedford-Stuyvesant,2300.0
602,2010-10,Bath Beach/Bensonhurst,
603,2010-10,Kensington/Windsor Terrace,1800.0
604,2010-10,Carroll Gardens/Red Hook,2200.0
605,2010-10,Sheepshead Bay/Brighton Beach,1850.0
606,2010-10,Park Slope/Windsor Terrace,2250.0
607,2010-10,Park Slope/Gowanus,2550.0
608,2010-10,Bushwick/Bedford-Stuyvesant,1575.0
609,2010-10,Flatlands/Mill Basin,
610,2010-11,Bath Beach,
611,2010-11,Bay Ridge,1475.0
612,2010-11,Bedford-Stuyvesant,1650.0
613,2010-11,Parkville/Bensonhurst,
614,2010-11,Bergen Beach,
615,2010-11,Boerum Hill,2775.0
616,2010-11,Borough Park,1175.0
617,2010-11,Brighton Beach,
618,2010-11,Brooklyn,2200.0
619,2010-11,Brooklyn Heights,2621.0
620,2010-11,Brownsville,
621,2010-11,Bushwick,1425.0
622,2010-11,Canarsie,
623,2010-11,Carroll Gardens,2200.0
624,2010-11,Clinton Hill,2100.0
625,2010-11,Cobble Hill,2625.0
626,2010-11,Columbia St Waterfront District,2200.0
627,2010-11,Coney Island,
628,2010-11,Parkville/Bensonhurst,1550.0
629,2010-11,DUMBO,4250.0
630,2010-11,Ditmas Park,1638.0
631,2010-11,Downtown Brooklyn,2551.0
632,2010-11,Dyker Heights,1295.0
633,2010-11,East Brooklyn,1600.0
634,2010-11,East Flatbush,1650.0
635,2010-11,East New York,
636,2010-11,Vanderveer/Flatbush,1150.0
637,2010-11,Flatlands,
638,2010-11,Fort Greene,2400.0
639,2010-11,Gowanus,2200.0
640,2010-11,Gravesend/Homecrest,1313.0
641,2010-11,Greenpoint,2600.0
642,2010-11,Greenwood,1999.0
643,2010-11,Kensington,1650.0
644,2010-11,Manhattan Beach,
645,2010-11,Marine Park,
646,2010-11,Midwood,1448.0
647,2010-11,Mill Basin,
648,2010-11,North Brooklyn,2750.0
649,2010-11,Northwest Brooklyn,2489.0
650,2010-11,Park Slope,2350.0
651,2010-11,Prospect Heights,2250.0
652,2010-11,Prospect Lefferts Gardens,1300.0
653,2010-11,Prospect Park,2200.0
654,2010-11,Prospect Park South,
655,2010-11,Red Hook,1800.0
656,2010-11,Sheepshead Bay,2125.0
657,2010-11,South Brooklyn,1450.0
658,2010-11,Industry City/Sunset Park,1338.0
659,2010-11,Williamsburg,2800.0
660,2010-11,Windsor Terrace,1850.0
661,2010-11,Brooklyn Heights/Cobble Hill,2623.0
662,2010-11,Williamsburg/Bedford-Stuyvesant,2225.0
663,2010-11,Bath Beach/Bensonhurst,
664,2010-11,Kensington/Windsor Terrace,1750.0
665,2010-11,Carroll Gardens/Red Hook,2000.0
666,2010-11,Sheepshead Bay/Brighton Beach,2125.0
667,2010-11,Park Slope/Windsor Terrace,2100.0
668,2010-11,Park Slope/Gowanus,2275.0
669,2010-11,Bushwick/Bedford-Stuyvesant,1537.5
670,2010-11,Flatlands/Mill Basin,
671,2010-12,Bath Beach,
672,2010-12,Bay Ridge,1450.0
673,2010-12,Bedford-Stuyvesant,1750.0
674,2010-12,Parkville/Bensonhurst,
675,2010-12,Bergen Beach,
676,2010-12,Boerum Hill,2675.0
677,2010-12,Borough Park,1191.67
678,2010-12,Brighton Beach,
679,2010-12,Brooklyn,2150.0
680,2010-12,Brooklyn Heights,2633.0
681,2010-12,Brownsville,
682,2010-12,Bushwick,1500.0
683,2010-12,Canarsie,
684,2010-12,Carroll Gardens,2250.0
685,2010-12,Clinton Hill,2059.0
686,2010-12,Cobble Hill,2600.0
687,2010-12,Columbia St Waterfront District,1775.0
