,Created Date,Neighborhood,Price
4689,2016-05,Bath Beach/Bensonhurst,2025.0
4690,2016-05,Kensington/Windsor Terrace,2296.5
4691,2016-05,Carroll Gardens/Red Hook,2975.0
4692,2016-05,Sheepshead Bay/Brighton Beach,1887.5
4693,2016-05,Park Slope/Windsor Terrace,2719.5
4694,2016-05,Park Slope/Gowanus,3072.0
4695,2016-05,Bushwick/Bedford-Stuyvesant,2525.0
4696,2016-05,Flatlands/Mill Basin,
4697,2016-06,Bath Beach,2050.0
4698,2016-06,Bay Ridge,2100.0
4699,2016-06,Bedford-Stuyvesant,2475.0
4700,2016-06,Parkville/Bensonhurst,1850.0
4701,2016-06,Bergen Beach,1999.53
4702,2016-06,Boerum Hill,3300.0
4703,2016-06,Borough Park,1900.0
4704,2016-06,Brighton Beach,1875.0
4705,2016-06,Brooklyn,2650.0
4706,2016-06,Brooklyn Heights,3150.0
4707,2016-06,Brownsville,1700.0
4708,2016-06,Bushwick,2658.0
4709,2016-06,Canarsie,1800.0
4710,2016-06,Carroll Gardens,3000.0
4711,2016-06,Clinton Hill,2700.0
4712,2016-06,Cobble Hill,3250.0
4713,2016-06,Columbia St Waterfront District,2925.0
4714,2016-06,Coney Island,1971.0
4715,2016-06,Parkville/Bensonhurst,2450.0
4716,2016-06,DUMBO,4800.0
4717,2016-06,Ditmas Park,1999.0
4718,2016-06,Downtown Brooklyn,3175.0
4719,2016-06,Dyker Heights,1995.0
4720,2016-06,East Brooklyn,2500.0
4721,2016-06,East Flatbush,1850.0
4722,2016-06,East New York,1875.0
4723,2016-06,Vanderveer/Flatbush,1932.0
4724,2016-06,Flatlands,
4725,2016-06,Fort Greene,2861.0
4726,2016-06,Gowanus,3000.0
4727,2016-06,Gravesend/Homecrest,1985.0
4728,2016-06,Greenpoint,2800.0
4729,2016-06,Greenwood,2300.0
4730,2016-06,Kensington,2000.0
4731,2016-06,Manhattan Beach,3922.22
4732,2016-06,Marine Park,1800.0
4733,2016-06,Midwood,1897.0
4734,2016-06,Mill Basin,
4735,2016-06,North Brooklyn,3100.0
4736,2016-06,Northwest Brooklyn,3095.0
4737,2016-06,Park Slope,2900.0
4738,2016-06,Prospect Heights,2850.0
4739,2016-06,Prospect Lefferts Gardens,2000.0
4740,2016-06,Prospect Park,2650.0
4741,2016-06,Prospect Park South,2095.0
4742,2016-06,Red Hook,2673.0
4743,2016-06,Sheepshead Bay,1800.0
4744,2016-06,South Brooklyn,1999.0
4745,2016-06,Industry City/Sunset Park,2200.0
4746,2016-06,Williamsburg,3199.0
4747,2016-06,Windsor Terrace,2491.0
4748,2016-06,Brooklyn Heights/Cobble Hill,3200.0
4749,2016-06,Williamsburg/Bedford-Stuyvesant,2837.0
4750,2016-06,Bath Beach/Bensonhurst,1950.0
4751,2016-06,Kensington/Windsor Terrace,2245.5
4752,2016-06,Carroll Gardens/Red Hook,2836.5
4753,2016-06,Sheepshead Bay/Brighton Beach,1837.5
4754,2016-06,Park Slope/Windsor Terrace,2695.5
4755,2016-06,Park Slope/Gowanus,2950.0
4756,2016-06,Bushwick/Bedford-Stuyvesant,2566.5
4757,2016-06,Flatlands/Mill Basin,
4758,2016-07,Bath Beach,2098.0
4759,2016-07,Bay Ridge,2000.0
4760,2016-07,Bedford-Stuyvesant,2497.0
4761,2016-07,Parkville/Bensonhurst,1800.0
4762,2016-07,Bergen Beach,1999.65
4763,2016-07,Boerum Hill,3200.0
4764,2016-07,Borough Park,1900.0
4765,2016-07,Brighton Beach,1863.0
4766,2016-07,Brooklyn,2650.0
4767,2016-07,Brooklyn Heights,3100.0
4768,2016-07,Brownsville,1650.0
4769,2016-07,Bushwick,2600.0
4770,2016-07,Canarsie,1813.0
4771,2016-07,Carroll Gardens,3200.0
4772,2016-07,Clinton Hill,2700.0
4773,2016-07,Cobble Hill,3100.0
4774,2016-07,Columbia St Waterfront District,3050.0
4775,2016-07,Coney Island,2131.0
4776,2016-07,Parkville/Bensonhurst,2494.0
4777,2016-07,DUMBO,4800.0
4778,2016-07,Ditmas Park,1999.0
4779,2016-07,Downtown Brooklyn,3177.0
4780,2016-07,Dyker Heights,2200.0
4781,2016-07,East Brooklyn,2500.0
4782,2016-07,East Flatbush,1850.0
4783,2016-07,East New York,2100.0
4784,2016-07,Vanderveer/Flatbush,1900.0
4785,2016-07,Flatlands,
4786,2016-07,Fort Greene,2899.0
4787,2016-07,Gowanus,3000.0
4788,2016-07,Gravesend/Homecrest,1695.0
4789,2016-07,Greenpoint,2850.0
4790,2016-07,Greenwood,2300.0
4791,2016-07,Kensington,2100.0
4792,2016-07,Manhattan Beach,3744.44
4793,2016-07,Marine Park,1834.0
4794,2016-07,Midwood,1863.0
4795,2016-07,Mill Basin,
4796,2016-07,North Brooklyn,3100.0
4797,2016-07,Northwest Brooklyn,3069.0
4798,2016-07,Park Slope,2900.0
4799,2016-07,Prospect Heights,2800.0
4800,2016-07,Prospect Lefferts Gardens,2100.0
4801,2016-07,Prospect Park,2600.0
4802,2016-07,Prospect Park South,2100.0
4803,2016-07,Red Hook,2950.0
4804,2016-07,Sheepshead Bay,1800.0
4805,2016-07,South Brooklyn,1995.0
4806,2016-07,Industry City/Sunset Park,2000.0
4807,2016-07,Williamsburg,3195.0
4808,2016-07,Windsor Terrace,2400.0
4809,2016-07,Brooklyn Heights/Cobble Hill,3100.0
4810,2016-07,Williamsburg/Bedford-Stuyvesant,2846.0
4811,2016-07,Bath Beach/Bensonhurst,1949.0
4812,2016-07,Kensington/Windsor Terrace,2250.0
4813,2016-07,Carroll Gardens/Red Hook,3075.0
4814,2016-07,Sheepshead Bay/Brighton Beach,1831.5
4815,2016-07,Park Slope/Windsor Terrace,2650.0
4816,2016-07,Park Slope/Gowanus,2950.0
4817,2016-07,Bushwick/Bedford-Stuyvesant,2548.5
4818,2016-07,Flatlands/Mill Basin,
4819,2016-08,Bath Beach,2000.0
4820,2016-08,Bay Ridge,2100.0
4821,2016-08,Bedford-Stuyvesant,2496.0
4822,2016-08,Parkville/Bensonhurst,1900.0
4823,2016-08,Bergen Beach,1999.76
4824,2016-08,Boerum Hill,2975.0
4825,2016-08,Borough Park,1900.0
4826,2016-08,Brighton Beach,1925.0
4827,2016-08,Brooklyn,2650.0
4828,2016-08,Brooklyn Heights,3160.0
4829,2016-08,Brownsville,1695.0
4830,2016-08,Bushwick,2600.0
4831,2016-08,Canarsie,1800.0
4832,2016-08,Carroll Gardens,3000.0
4833,2016-08,Clinton Hill,2700.0
4834,2016-08,Cobble Hill,3250.0
4835,2016-08,Columbia St Waterfront District,2895.0
4836,2016-08,Coney Island,2200.0
4837,2016-08,Parkville/Bensonhurst,2499.0
4838,2016-08,DUMBO,4370.0
4839,2016-08,Ditmas Park,1995.0
4840,2016-08,Downtown Brooklyn,3162.0
4841,2016-08,Dyker Heights,2200.0
4842,2016-08,East Brooklyn,2500.0
4843,2016-08,East Flatbush,1900.0
4844,2016-08,East New York,2150.0
4845,2016-08,Vanderveer/Flatbush,1900.0
4846,2016-08,Flatlands,
4847,2016-08,Fort Greene,2995.0
4848,2016-08,Gowanus,3277.0
4849,2016-08,Gravesend/Homecrest,1775.0
4850,2016-08,Greenpoint,2900.0
4851,2016-08,Greenwood,2400.0
4852,2016-08,Kensington,2163.0
4853,2016-08,Manhattan Beach,3566.67
4854,2016-08,Marine Park,1868.0
4855,2016-08,Midwood,1825.0
4856,2016-08,Mill Basin,
4857,2016-08,North Brooklyn,3100.0
4858,2016-08,Northwest Brooklyn,3050.0
4859,2016-08,Park Slope,2900.0
4860,2016-08,Prospect Heights,2850.0
4861,2016-08,Prospect Lefferts Gardens,2168.0
4862,2016-08,Prospect Park,2600.0
4863,2016-08,Prospect Park South,2000.0
4864,2016-08,Red Hook,3000.0
4865,2016-08,Sheepshead Bay,1750.0
4866,2016-08,South Brooklyn,2000.0
4867,2016-08,Industry City/Sunset Park,2000.0
4868,2016-08,Williamsburg,3200.0
4869,2016-08,Windsor Terrace,2450.0
4870,2016-08,Brooklyn Heights/Cobble Hill,3205.0
4871,2016-08,Williamsburg/Bedford-Stuyvesant,2848.0
4872,2016-08,Bath Beach/Bensonhurst,1950.0
4873,2016-08,Kensington/Windsor Terrace,2306.5
4874,2016-08,Carroll Gardens/Red Hook,3000.0
4875,2016-08,Sheepshead Bay/Brighton Beach,1837.5
4876,2016-08,Park Slope/Windsor Terrace,2675.0
4877,2016-08,Park Slope/Gowanus,3088.5
4878,2016-08,Bushwick/Bedford-Stuyvesant,2548.0
4879,2016-08,Flatlands/Mill Basin,
4880,2016-09,Bath Beach,2200.0
4881,2016-09,Bay Ridge,2050.0
4882,2016-09,Bedford-Stuyvesant,2450.0
4883,2016-09,Parkville/Bensonhurst,2100.0
4884,2016-09,Bergen Beach,1999.88
4885,2016-09,Boerum Hill,2875.0
4886,2016-09,Borough Park,2083.0
4887,2016-09,Brighton Beach,1900.0
4888,2016-09,Brooklyn,2600.0
4889,2016-09,Brooklyn Heights,3300.0
4890,2016-09,Brownsville,1695.0
4891,2016-09,Bushwick,2600.0
4892,2016-09,Canarsie,1900.0
4893,2016-09,Carroll Gardens,3000.0
4894,2016-09,Clinton Hill,2753.0
4895,2016-09,Cobble Hill,3050.0
4896,2016-09,Columbia St Waterfront District,2950.0
4897,2016-09,Coney Island,2200.0
4898,2016-09,Parkville/Bensonhurst,2400.0
4899,2016-09,DUMBO,4370.0
4900,2016-09,Ditmas Park,1975.0
4901,2016-09,Downtown Brooklyn,3078.0
4902,2016-09,Dyker Heights,2300.0
4903,2016-09,East Brooklyn,2495.0
4904,2016-09,East Flatbush,1900.0
4905,2016-09,East New York,2000.0
4906,2016-09,Vanderveer/Flatbush,1900.0
4907,2016-09,Flatlands,
4908,2016-09,Fort Greene,2900.0
4909,2016-09,Gowanus,3000.0
4910,2016-09,Gravesend/Homecrest,1800.0
4911,2016-09,Greenpoint,2850.0
4912,2016-09,Greenwood,2200.0
4913,2016-09,Kensington,2100.0
4914,2016-09,Manhattan Beach,3388.89
4915,2016-09,Marine Park,2200.0
4916,2016-09,Midwood,1838.0
4917,2016-09,Mill Basin,
4918,2016-09,North Brooklyn,3092.0
4919,2016-09,Northwest Brooklyn,3000.0
4920,2016-09,Park Slope,2900.0
4921,2016-09,Prospect Heights,2963.0
4922,2016-09,Prospect Lefferts Gardens,2200.0
4923,2016-09,Prospect Park,2631.0
4924,2016-09,Prospect Park South,2025.0
4925,2016-09,Red Hook,2999.0
4926,2016-09,Sheepshead Bay,1793.0
4927,2016-09,South Brooklyn,1995.0
4928,2016-09,Industry City/Sunset Park,2000.0
4929,2016-09,Williamsburg,3150.0
4930,2016-09,Windsor Terrace,2592.0
4931,2016-09,Brooklyn Heights/Cobble Hill,3175.0
4932,2016-09,Williamsburg/Bedford-Stuyvesant,2800.0
4933,2016-09,Bath Beach/Bensonhurst,2150.0
4934,2016-09,Kensington/Windsor Terrace,2346.0
4935,2016-09,Carroll Gardens/Red Hook,2999.5
4936,2016-09,Sheepshead Bay/Brighton Beach,1846.5
4937,2016-09,Park Slope/Windsor Terrace,2746.0
4938,2016-09,Park Slope/Gowanus,2950.0
4939,2016-09,Bushwick/Bedford-Stuyvesant,2525.0
4940,2016-09,Flatlands/Mill Basin,
4941,2016-10,Bath Beach,2200.0
4942,2016-10,Bay Ridge,2100.0
4943,2016-10,Bedford-Stuyvesant,2450.0
4944,2016-10,Parkville/Bensonhurst,2025.0
4945,2016-10,Bergen Beach,2000.0
4946,2016-10,Boerum Hill,2800.0
4947,2016-10,Borough Park,1850.0
4948,2016-10,Brighton Beach,2000.0
4949,2016-10,Brooklyn,2599.0
4950,2016-10,Brooklyn Heights,3200.0
4951,2016-10,Brownsville,1650.0
4952,2016-10,Bushwick,2500.0
4953,2016-10,Canarsie,1838.0
4954,2016-10,Carroll Gardens,3100.0
4955,2016-10,Clinton Hill,2797.0
4956,2016-10,Cobble Hill,3150.0
4957,2016-10,Columbia St Waterfront District,2848.0
4958,2016-10,Coney Island,2200.0
4959,2016-10,Parkville/Bensonhurst,2400.0
4960,2016-10,DUMBO,4550.0
4961,2016-10,Ditmas Park,1938.0
4962,2016-10,Downtown Brooklyn,3093.0
4963,2016-10,Dyker Heights,2200.0
4964,2016-10,East Brooklyn,2450.0
4965,2016-10,East Flatbush,1999.0
4966,2016-10,East New York,1875.0
4967,2016-10,Vanderveer/Flatbush,1900.0
4968,2016-10,Flatlands,1800.0
4969,2016-10,Fort Greene,2800.0
4970,2016-10,Gowanus,3000.0
4971,2016-10,Gravesend/Homecrest,1825.0
4972,2016-10,Greenpoint,2800.0
4973,2016-10,Greenwood,2100.0
4974,2016-10,Kensington,2150.0
4975,2016-10,Manhattan Beach,3211.11
4976,2016-10,Marine Park,2150.0
4977,2016-10,Midwood,1725.0
4978,2016-10,Mill Basin,
4979,2016-10,North Brooklyn,3071.0
4980,2016-10,Northwest Brooklyn,3000.0
4981,2016-10,Park Slope,2800.0
4982,2016-10,Prospect Heights,2967.0
4983,2016-10,Prospect Lefferts Gardens,2200.0
4984,2016-10,Prospect Park,2650.0
4985,2016-10,Prospect Park South,2100.0
4986,2016-10,Red Hook,2698.0
4987,2016-10,Sheepshead Bay,1795.0
4988,2016-10,South Brooklyn,1995.0
4989,2016-10,Industry City/Sunset Park,2000.0
4990,2016-10,Williamsburg,3150.0
4991,2016-10,Windsor Terrace,2598.0
4992,2016-10,Brooklyn Heights/Cobble Hill,3175.0
4993,2016-10,Williamsburg/Bedford-Stuyvesant,2800.0
4994,2016-10,Bath Beach/Bensonhurst,2112.5
4995,2016-10,Kensington/Windsor Terrace,2374.0
4996,2016-10,Carroll Gardens/Red Hook,2899.0
4997,2016-10,Sheepshead Bay/Brighton Beach,1897.5
4998,2016-10,Park Slope/Windsor Terrace,2699.0
4999,2016-10,Park Slope/Gowanus,2900.0
5000,2016-10,Bushwick/Bedford-Stuyvesant,2475.0
5001,2016-10,Flatlands/Mill Basin,1800.0
5002,2016-11,Bath Beach,1900.0
5003,2016-11,Bay Ridge,2100.0
5004,2016-11,Bedford-Stuyvesant,2400.0
5005,2016-11,Parkville/Bensonhurst,1875.0
5006,2016-11,Bergen Beach,2000.0
5007,2016-11,Boerum Hill,2821.0
5008,2016-11,Borough Park,1825.0
5009,2016-11,Brighton Beach,2100.0
5010,2016-11,Brooklyn,2500.0
5011,2016-11,Brooklyn Heights,3150.0
5012,2016-11,Brownsville,1650.0
5013,2016-11,Bushwick,2500.0
5014,2016-11,Canarsie,1800.0
5015,2016-11,Carroll Gardens,3000.0
5016,2016-11,Clinton Hill,2750.0
5017,2016-11,Cobble Hill,2995.0
5018,2016-11,Columbia St Waterfront District,2895.0
5019,2016-11,Coney Island,2198.0
5020,2016-11,Parkville/Bensonhurst,2300.0
5021,2016-11,DUMBO,4700.0
5022,2016-11,Ditmas Park,1900.0
5023,2016-11,Downtown Brooklyn,3108.0
5024,2016-11,Dyker Heights,2200.0
5025,2016-11,East Brooklyn,2400.0
5026,2016-11,East Flatbush,1925.0
5027,2016-11,East New York,2000.0
5028,2016-11,Vanderveer/Flatbush,1900.0
5029,2016-11,Flatlands,1842.86
5030,2016-11,Fort Greene,2791.0
5031,2016-11,Gowanus,3073.0
5032,2016-11,Gravesend/Homecrest,1910.0
5033,2016-11,Greenpoint,2850.0
5034,2016-11,Greenwood,2100.0
5035,2016-11,Kensington,2100.0
5036,2016-11,Manhattan Beach,3033.33
5037,2016-11,Marine Park,2100.0
5038,2016-11,Midwood,1800.0
5039,2016-11,Mill Basin,
5040,2016-11,North Brooklyn,3000.0
5041,2016-11,Northwest Brooklyn,2975.0
5042,2016-11,Park Slope,2800.0
5043,2016-11,Prospect Heights,2700.0
5044,2016-11,Prospect Lefferts Gardens,2150.0
5045,2016-11,Prospect Park,2600.0
5046,2016-11,Prospect Park South,2013.0
5047,2016-11,Red Hook,2695.0
5048,2016-11,Sheepshead Bay,1790.0
5049,2016-11,South Brooklyn,1995.0
5050,2016-11,Industry City/Sunset Park,2000.0
5051,2016-11,Williamsburg,3100.0
5052,2016-11,Windsor Terrace,2550.0
5053,2016-11,Brooklyn Heights/Cobble Hill,3072.5
5054,2016-11,Williamsburg/Bedford-Stuyvesant,2750.0
5055,2016-11,Bath Beach/Bensonhurst,1887.5
5056,2016-11,Kensington/Windsor Terrace,2325.0
5057,2016-11,Carroll Gardens/Red Hook,2847.5
5058,2016-11,Sheepshead Bay/Brighton Beach,1945.0
5059,2016-11,Park Slope/Windsor Terrace,2675.0
5060,2016-11,Park Slope/Gowanus,2936.5
5061,2016-11,Bushwick/Bedford-Stuyvesant,2450.0
5062,2016-11,Flatlands/Mill Basin,1842.86
5063,2016-12,Bath Beach,1900.0
5064,2016-12,Bay Ridge,2100.0
5065,2016-12,Bedford-Stuyvesant,2400.0
5066,2016-12,Parkville/Bensonhurst,1725.0
5067,2016-12,Bergen Beach,2000.0
5068,2016-12,Boerum Hill,2900.0
5069,2016-12,Borough Park,2025.0
5070,2016-12,Brighton Beach,2300.0
5071,2016-12,Brooklyn,2500.0
5072,2016-12,Brooklyn Heights,3400.0
5073,2016-12,Brownsville,1700.0
5074,2016-12,Bushwick,2484.0
5075,2016-12,Canarsie,1825.0
5076,2016-12,Carroll Gardens,2900.0
5077,2016-12,Clinton Hill,2606.0
5078,2016-12,Cobble Hill,2848.0
5079,2016-12,Columbia St Waterfront District,2700.0
5080,2016-12,Coney Island,2200.0
5081,2016-12,Parkville/Bensonhurst,2291.0
5082,2016-12,DUMBO,4400.0
5083,2016-12,Ditmas Park,1900.0
5084,2016-12,Downtown Brooklyn,3058.0
5085,2016-12,Dyker Heights,2200.0
5086,2016-12,East Brooklyn,2395.0
5087,2016-12,East Flatbush,1850.0
5088,2016-12,East New York,2000.0
5089,2016-12,Vanderveer/Flatbush,1895.0
5090,2016-12,Flatlands,1885.71
5091,2016-12,Fort Greene,2725.0
5092,2016-12,Gowanus,3000.0
5093,2016-12,Gravesend/Homecrest,1773.0
5094,2016-12,Greenpoint,2800.0
5095,2016-12,Greenwood,2100.0
5096,2016-12,Kensington,2100.0
5097,2016-12,Manhattan Beach,2855.56
5098,2016-12,Marine Park,2050.0
5099,2016-12,Midwood,1830.0
5100,2016-12,Mill Basin,
5101,2016-12,North Brooklyn,2999.0
5102,2016-12,Northwest Brooklyn,2933.0
5103,2016-12,Park Slope,2800.0
5104,2016-12,Prospect Heights,2650.0
5105,2016-12,Prospect Lefferts Gardens,2154.0
5106,2016-12,Prospect Park,2600.0
5107,2016-12,Prospect Park South,1950.0
5108,2016-12,Red Hook,2375.0
5109,2016-12,Sheepshead Bay,1790.0
5110,2016-12,South Brooklyn,1960.0
5111,2016-12,Industry City/Sunset Park,1960.0
5112,2016-12,Williamsburg,3057.0
5113,2016-12,Windsor Terrace,2599.0
5114,2016-12,Brooklyn Heights/Cobble Hill,3124.0
5115,2016-12,Williamsburg/Bedford-Stuyvesant,2728.5
5116,2016-12,Bath Beach/Bensonhurst,1812.5
5117,2016-12,Kensington/Windsor Terrace,2349.5
5118,2016-12,Carroll Gardens/Red Hook,2637.5
5119,2016-12,Sheepshead Bay/Brighton Beach,2045.0
5120,2016-12,Park Slope/Windsor Terrace,2699.5
5121,2016-12,Park Slope/Gowanus,2900.0
5122,2016-12,Bushwick/Bedford-Stuyvesant,2442.0
5123,2016-12,Flatlands/Mill Basin,1885.71
5124,2017-01,Bath Beach,2100.0
5125,2017-01,Bay Ridge,2000.0
5126,2017-01,Bedford-Stuyvesant,2400.0
5127,2017-01,Parkville/Bensonhurst,2000.0
5128,2017-01,Bergen Beach,2000.0
5129,2017-01,Boerum Hill,2987.0
5130,2017-01,Borough Park,2030.0
5131,2017-01,Brighton Beach,2200.0
5132,2017-01,Brooklyn,2500.0
5133,2017-01,Brooklyn Heights,3400.0
5134,2017-01,Brownsville,1750.0
5135,2017-01,Bushwick,2445.0
5136,2017-01,Canarsie,2200.0
5137,2017-01,Carroll Gardens,3000.0
5138,2017-01,Clinton Hill,2600.0
5139,2017-01,Cobble Hill,2756.0
5140,2017-01,Columbia St Waterfront District,2700.0
5141,2017-01,Coney Island,2300.0
5142,2017-01,Parkville/Bensonhurst,2290.0
5143,2017-01,DUMBO,4498.0
5144,2017-01,Ditmas Park,1925.0
5145,2017-01,Downtown Brooklyn,3051.0
5146,2017-01,Dyker Heights,2200.0
5147,2017-01,East Brooklyn,2350.0
5148,2017-01,East Flatbush,1900.0
5149,2017-01,East New York,1950.0
5150,2017-01,Vanderveer/Flatbush,1895.0
5151,2017-01,Flatlands,1928.57
5152,2017-01,Fort Greene,2750.0
5153,2017-01,Gowanus,3100.0
5154,2017-01,Gravesend/Homecrest,1800.0
5155,2017-01,Greenpoint,2800.0
5156,2017-01,Greenwood,2198.0
5157,2017-01,Kensington,2100.0
5158,2017-01,Manhattan Beach,2677.78
5159,2017-01,Marine Park,1875.0
5160,2017-01,Midwood,1800.0
5161,2017-01,Mill Basin,
5162,2017-01,North Brooklyn,2999.0
5163,2017-01,Northwest Brooklyn,2950.0
5164,2017-01,Park Slope,2795.0
5165,2017-01,Prospect Heights,2700.0
5166,2017-01,Prospect Lefferts Gardens,2137.0
5167,2017-01,Prospect Park,2538.0
5168,2017-01,Prospect Park South,1998.0
5169,2017-01,Red Hook,2475.0
5170,2017-01,Sheepshead Bay,1850.0
5171,2017-01,South Brooklyn,1950.0
5172,2017-01,Industry City/Sunset Park,1960.0
5173,2017-01,Williamsburg,3000.0
5174,2017-01,Windsor Terrace,2500.0
5175,2017-01,Brooklyn Heights/Cobble Hill,3078.0
5176,2017-01,Williamsburg/Bedford-Stuyvesant,2700.0
5177,2017-01,Bath Beach/Bensonhurst,2050.0
5178,2017-01,Kensington/Windsor Terrace,2300.0
5179,2017-01,Carroll Gardens/Red Hook,2737.5
5180,2017-01,Sheepshead Bay/Brighton Beach,2025.0
5181,2017-01,Park Slope/Windsor Terrace,2647.5
5182,2017-01,Park Slope/Gowanus,2947.5
5183,2017-01,Bushwick/Bedford-Stuyvesant,2422.5
5184,2017-01,Flatlands/Mill Basin,1928.57
5185,2017-02,Bath Beach,1950.0
5186,2017-02,Bay Ridge,2000.0
5187,2017-02,Bedford-Stuyvesant,2350.0
5188,2017-02,Parkville/Bensonhurst,1848.0
5189,2017-02,Bergen Beach,2000.0
5190,2017-02,Boerum Hill,3092.0
5191,2017-02,Borough Park,1995.0
5192,2017-02,Brighton Beach,2100.0
5193,2017-02,Brooklyn,2500.0
5194,2017-02,Brooklyn Heights,3250.0
5195,2017-02,Brownsville,1750.0
5196,2017-02,Bushwick,2450.0
5197,2017-02,Canarsie,1850.0
5198,2017-02,Carroll Gardens,2800.0
5199,2017-02,Clinton Hill,2650.0
5200,2017-02,Cobble Hill,2815.0
5201,2017-02,Columbia St Waterfront District,2625.0
5202,2017-02,Coney Island,2300.0
5203,2017-02,Parkville/Bensonhurst,2300.0
5204,2017-02,DUMBO,4750.0
5205,2017-02,Ditmas Park,1999.0
5206,2017-02,Downtown Brooklyn,3132.0
5207,2017-02,Dyker Heights,2200.0
5208,2017-02,East Brooklyn,2350.0
5209,2017-02,East Flatbush,2000.0
5210,2017-02,East New York,1950.0
5211,2017-02,Vanderveer/Flatbush,1900.0
5212,2017-02,Flatlands,1971.43
5213,2017-02,Fort Greene,2800.0
5214,2017-02,Gowanus,3100.0
5215,2017-02,Gravesend/Homecrest,1895.0
5216,2017-02,Greenpoint,2800.0
5217,2017-02,Greenwood,2200.0
5218,2017-02,Kensington,1970.0
5219,2017-02,Manhattan Beach,2500.0
5220,2017-02,Marine Park,1850.0
5221,2017-02,Midwood,1825.0
5222,2017-02,Mill Basin,
5223,2017-02,North Brooklyn,2995.0
5224,2017-02,Northwest Brooklyn,2995.0
5225,2017-02,Park Slope,2750.0
5226,2017-02,Prospect Heights,2800.0
5227,2017-02,Prospect Lefferts Gardens,2200.0
5228,2017-02,Prospect Park,2550.0
5229,2017-02,Prospect Park South,1975.0
5230,2017-02,Red Hook,2500.0
5231,2017-02,Sheepshead Bay,1950.0
5232,2017-02,South Brooklyn,1985.0
5233,2017-02,Industry City/Sunset Park,1950.0
5234,2017-02,Williamsburg,3000.0
5235,2017-02,Windsor Terrace,2500.0
5236,2017-02,Brooklyn Heights/Cobble Hill,3032.5
5237,2017-02,Williamsburg/Bedford-Stuyvesant,2675.0
5238,2017-02,Bath Beach/Bensonhurst,1899.0
5239,2017-02,Kensington/Windsor Terrace,2235.0
5240,2017-02,Carroll Gardens/Red Hook,2650.0
5241,2017-02,Sheepshead Bay/Brighton Beach,2025.0
5242,2017-02,Park Slope/Windsor Terrace,2625.0
5243,2017-02,Park Slope/Gowanus,2925.0
5244,2017-02,Bushwick/Bedford-Stuyvesant,2400.0
5245,2017-02,Flatlands/Mill Basin,1971.43
5246,2017-03,Bath Beach,1850.0
5247,2017-03,Bay Ridge,1950.0
5248,2017-03,Bedford-Stuyvesant,2345.0
5249,2017-03,Parkville/Bensonhurst,1800.0
5250,2017-03,Bergen Beach,2000.0
5251,2017-03,Boerum Hill,2995.0
5252,2017-03,Borough Park,1750.0
5253,2017-03,Brighton Beach,2175.0
5254,2017-03,Brooklyn,2495.0
5255,2017-03,Brooklyn Heights,3198.0
5256,2017-03,Brownsville,1700.0
5257,2017-03,Bushwick,2499.0
5258,2017-03,Canarsie,1750.0
5259,2017-03,Carroll Gardens,2800.0
5260,2017-03,Clinton Hill,2650.0
5261,2017-03,Cobble Hill,2750.0
5262,2017-03,Columbia St Waterfront District,2663.0
5263,2017-03,Coney Island,2175.0
5264,2017-03,Parkville/Bensonhurst,2300.0
5265,2017-03,DUMBO,4587.0
5266,2017-03,Ditmas Park,1997.0
5267,2017-03,Downtown Brooklyn,3050.0
5268,2017-03,Dyker Heights,2198.0
5269,2017-03,East Brooklyn,2350.0
5270,2017-03,East Flatbush,2000.0
5271,2017-03,East New York,2000.0
5272,2017-03,Vanderveer/Flatbush,1900.0
5273,2017-03,Flatlands,2014.29
5274,2017-03,Fort Greene,2865.0
5275,2017-03,Gowanus,2800.0
5276,2017-03,Gravesend/Homecrest,1800.0
5277,2017-03,Greenpoint,2750.0
5278,2017-03,Greenwood,2197.0
5279,2017-03,Kensington,1895.0
5280,2017-03,Manhattan Beach,2500.0
5281,2017-03,Marine Park,1816.67
5282,2017-03,Midwood,1900.0
5283,2017-03,Mill Basin,
5284,2017-03,North Brooklyn,3000.0
5285,2017-03,Northwest Brooklyn,2950.0
5286,2017-03,Park Slope,2700.0
5287,2017-03,Prospect Heights,2800.0
5288,2017-03,Prospect Lefferts Gardens,2200.0
5289,2017-03,Prospect Park,2566.0
5290,2017-03,Prospect Park South,1997.0
5291,2017-03,Red Hook,2850.0
5292,2017-03,Sheepshead Bay,1925.0
5293,2017-03,South Brooklyn,1950.0
5294,2017-03,Industry City/Sunset Park,2000.0
5295,2017-03,Williamsburg,3050.0
5296,2017-03,Windsor Terrace,2400.0
5297,2017-03,Brooklyn Heights/Cobble Hill,2974.0
5298,2017-03,Williamsburg/Bedford-Stuyvesant,2697.5
5299,2017-03,Bath Beach/Bensonhurst,1825.0
5300,2017-03,Kensington/Windsor Terrace,2147.5
5301,2017-03,Carroll Gardens/Red Hook,2825.0
5302,2017-03,Sheepshead Bay/Brighton Beach,2050.0
5303,2017-03,Park Slope/Windsor Terrace,2550.0
5304,2017-03,Park Slope/Gowanus,2750.0
5305,2017-03,Bushwick/Bedford-Stuyvesant,2422.0
5306,2017-03,Flatlands/Mill Basin,2014.29
5307,2017-04,Bath Beach,1950.0
5308,2017-04,Bay Ridge,1975.0
5309,2017-04,Bedford-Stuyvesant,2395.0
5310,2017-04,Parkville/Bensonhurst,1800.0
5311,2017-04,Bergen Beach,2000.0
5312,2017-04,Boerum Hill,2995.0
